,source_user,username,target_user
0,1435062946598694914,La_ReVoluZzion,usembassyguate
1,1435062946598694914,La_ReVoluZzion,48CantonesToto
2,1435062946598694914,La_ReVoluZzion,USAIDGuate
3,1435062946598694914,La_ReVoluZzion,UEGuatemala
4,1435062946598694914,La_ReVoluZzion,BArevalodeLeon
6,1087057038755143680,M24095273,IvanDuque
7,1087057038755143680,M24095273,BArevalodeLeon
8,2881001877,carlosalbesc,IvanDuque
9,2881001877,carlosalbesc,BArevalodeLeon
10,3013862206,Brenda_AGN,BArevalodeLeon
11,3013862206,Brenda_AGN,KarinHerreraVP
12,3013862206,Brenda_AGN,AGN_noticias
13,3013862206,Brenda_AGN,CongresoGuate
14,1628956392487878657,Roberto28338166,BArevalodeLeon
15,1456725120735748100,LuisEnr36669555,EmisorasUnidas
16,1456725120735748100,LuisEnr36669555,BArevalodeLeon
17,1049536922299846656,keratox1,IvanDuque
18,1049536922299846656,keratox1,BArevalodeLeon
19,145724847,Radio_TGW,KarinHerreraVP
20,145724847,Radio_TGW,BArevalodeLeon
21,749889296,Corleone_62,mys_servicios
22,749889296,Corleone_62,BArevalodeLeon
23,1562050217050005505,GTNewsAgency,BArevalodeLeon
24,495102115,GuatemalaGob,BArevalodeLeon
27,787110247,othmancgrstones,PEdgar05
28,787110247,othmancgrstones,BArevalodeLeon
29,1403602733832286209,BrenttGranth,MendiaMariela
30,1403602733832286209,BrenttGranth,BArevalodeLeon
31,1407466196,reybet0,IvanDuque
32,1407466196,reybet0,BArevalodeLeon
33,260318585,DiariodeCA,BArevalodeLeon
34,3910209255,rafaeortega2,IvanDuque
35,3910209255,rafaeortega2,BArevalodeLeon
36,1299426548638978049,BenitoC67601310,arronchopa
37,1299426548638978049,BenitoC67601310,BArevalodeLeon
38,1421539638590722052,licigir21,GuatemalaGob
39,1421539638590722052,licigir21,BArevalodeLeon
42,1750902493024821248,CopresamOficial,BArevalodeLeon
43,308238423,fernandochang95,GuatemalaGob
44,308238423,fernandochang95,BArevalodeLeon
45,308238423,fernandochang95,rocasgt
46,1265368023013240834,AuraRod18533431,ElQueNews
47,1265368023013240834,AuraRod18533431,BancadaSemilla
48,1265368023013240834,AuraRod18533431,BArevalodeLeon
49,1265368023013240834,AuraRod18533431,AVillagran502
52,150310429,SCEPgt,BArevalodeLeon
53,1274414541288493057,Un_tal_Puyol,IvanDuque
54,1274414541288493057,Un_tal_Puyol,BArevalodeLeon
55,1299426548638978049,BenitoC67601310,ElQueNews
57,1479923394313400320,Taga07_,BArevalodeLeon
58,1433529272405266433,Pablvito,BenitoC67601310
59,1433529272405266433,Pablvito,BArevalodeLeon
60,1299426548638978049,BenitoC67601310,anti_chairosgt
62,1299426548638978049,BenitoC67601310,GuatemalaGob
64,2601880958,SCSPGT,BArevalodeLeon
65,1595468641281212418,GuaTv_,BArevalodeLeon
68,1299426548638978049,BenitoC67601310,Pablvito
70,1806016582960771072,JavierR07772901,Alfredo93672277
71,1806016582960771072,JavierR07772901,wuatemalteco
72,1806016582960771072,JavierR07772901,jimmymoralesgt
73,1806016582960771072,JavierR07772901,DrGiammattei
74,1806016582960771072,JavierR07772901,BArevalodeLeon
75,1713596445167632384,Eduardo5554429,EmisorasUnidas
76,1713596445167632384,Eduardo5554429,BArevalodeLeon
77,1445477731081150468,WendyNC07,BArevalodeLeon
78,1636398294178856963,edixong40550140,IvanDuque
79,1636398294178856963,edixong40550140,BArevalodeLeon
80,1685503864244473856,BillyC2023,LuisAlbert98610
81,1685503864244473856,BillyC2023,wichomarg
82,1685503864244473856,BillyC2023,BArevalodeLeon
83,1228764415,Kaluc0,Soygeorgegt
84,1228764415,Kaluc0,MPguatemala
85,1228764415,Kaluc0,CC_Guatemala
86,1228764415,Kaluc0,PGNguatemala
87,1228764415,Kaluc0,BArevalodeLeon
88,1228764415,Kaluc0,Contraloria_gt
90,825528049479327745,cokyblancot,UbaldoMacu
91,825528049479327745,cokyblancot,FJimenezmingob
92,825528049479327745,cokyblancot,BArevalodeLeon
93,1701981010865295360,la_mas_equis,IvanDuque
94,1701981010865295360,la_mas_equis,BArevalodeLeon
95,348231010,MinfinGT,jmenkos
96,348231010,MinfinGT,BArevalodeLeon
97,348231010,MinfinGT,GuatemalaGob
98,40256008,EmisorasUnidas,BArevalodeLeon
99,154534634,Oxlabal,BArevalodeLeon
100,154534634,Oxlabal,MinexGt
102,1548769735801798658,SalQuevedo,XelaNewsGt
103,1548769735801798658,SalQuevedo,lahoragt
104,1548769735801798658,SalQuevedo,soy_502
105,1548769735801798658,SalQuevedo,EmisorasUnidas
106,1548769735801798658,SalQuevedo,Noti7Guatemala
107,1548769735801798658,SalQuevedo,VoxPopuliGuate
108,1548769735801798658,SalQuevedo,prensa_libre
109,1548769735801798658,SalQuevedo,BArevalodeLeon
110,1734925785419386880,Pabloemili12345,IvanDuque
111,1734925785419386880,Pabloemili12345,BArevalodeLeon
112,81528425,felixdaniel6,IvanDuque
113,81528425,felixdaniel6,BArevalodeLeon
114,1611591176259256320,ROBERTR02304443,chiqui5256
115,1611591176259256320,ROBERTR02304443,Factor4_GT
116,1611591176259256320,ROBERTR02304443,BArevalodeLeon
117,334725464,SDBLOLO,BenitoC67601310
118,334725464,SDBLOLO,arronchopa
119,334725464,SDBLOLO,BArevalodeLeon
120,332738034,DoctorDelAgua,BArevalodeLeon
121,332738034,DoctorDelAgua,lopezobrador_
122,215707523,LaBase_TV,inafinogenova
123,1611591176259256320,ROBERTR02304443,MarianelaPrez6
126,1685503864244473856,BillyC2023,FJimenezmingob
127,1685503864244473856,BillyC2023,PNCdeGuatemala
128,1685503864244473856,BillyC2023,mingobguate
129,1685503864244473856,BillyC2023,DTransitoPNC
130,1685503864244473856,BillyC2023,_SPGuatemala
131,1685503864244473856,BillyC2023,DiariodeCA
132,1685503864244473856,BillyC2023,AGN_noticias
133,1685503864244473856,BillyC2023,Radio_TGW
134,1685503864244473856,BillyC2023,GuatemalaGob
136,166184703,soydelfuego,KarinHerreraVP
137,166184703,soydelfuego,BArevalodeLeon
138,166184703,soydelfuego,msemillagt
139,166184703,soydelfuego,GuatemalaGob
140,828724567199866885,jsotsot,IvanDuque
141,828724567199866885,jsotsot,BArevalodeLeon
142,1536849877195448325,josejorgemonroy,chepechapin58
143,1536849877195448325,josejorgemonroy,MaynorEstradaGT
144,1536849877195448325,josejorgemonroy,BArevalodeLeon
145,1536849877195448325,josejorgemonroy,GuatemalaGob
147,709438208350683136,Vertical_dorsal,V_de_Vengaza
148,709438208350683136,Vertical_dorsal,BArevalodeLeon
149,709438208350683136,Vertical_dorsal,FelixSinExcusas
150,1685503864244473856,BillyC2023,ElAnalitico_3
151,1685503864244473856,BillyC2023,abner12a
162,1511857186569400322,Patrici07680625,BenitoC67601310
163,1511857186569400322,Patrici07680625,ElQueNews
164,1511857186569400322,Patrici07680625,GuatemalaGob
165,1511857186569400322,Patrici07680625,BArevalodeLeon
166,1611591176259256320,ROBERTR02304443,Mynor007
169,1101674869148798976,mys_servicios,BArevalodeLeon
170,1611591176259256320,ROBERTR02304443,gtj_uan
173,1611591176259256320,ROBERTR02304443,muniguate
174,1611591176259256320,ROBERTR02304443,MarioChiu2
177,1611591176259256320,ROBERTR02304443,RQuinonezL
179,1489790359098073091,fiona140816,PEdgar05
180,1489790359098073091,fiona140816,BArevalodeLeon
183,1289386602679209984,LUISCOR71885428,BArevalodeLeon
184,447573048,robertfuentes3,IvanDuque
185,447573048,robertfuentes3,BArevalodeLeon
186,1458558956691935233,cahevi9hotmail1,IvanDuque
187,1458558956691935233,cahevi9hotmail1,BArevalodeLeon
188,1128819301794897920,LuisGarciaEstr5,PEdgar05
189,1128819301794897920,LuisGarciaEstr5,BArevalodeLeon
190,2981812251,Johntellez13,IvanDuque
191,2981812251,Johntellez13,BArevalodeLeon
192,1685503864244473856,BillyC2023,Erickdelcid77
193,1685503864244473856,BillyC2023,MendiaMariela
195,1685503864244473856,BillyC2023,DrGiammattei
196,1685503864244473856,BillyC2023,StateDept
197,1685503864244473856,BillyC2023,ThelmaAldana
198,1711552367965982720,ChiroyElil37424,PEdgar05
199,1711552367965982720,ChiroyElil37424,BArevalodeLeon
201,1457717385721524228,MANINVISIBLE19,RafaelCarrerra
202,1457717385721524228,MANINVISIBLE19,BArevalodeLeon
203,320908025,Billyarmando,XelaNewsGt
204,320908025,Billyarmando,BArevalodeLeon
205,2938612763,yamilsa71,BArevalodeLeon
206,2399817035,elotroikar,Radio_TGW
207,2399817035,elotroikar,ProvialOficial
208,2399817035,elotroikar,CIV_Guatemala
209,2399817035,elotroikar,FelixSinExcusas
211,2399817035,elotroikar,BArevalodeLeon
212,2575572425,JustinMendo,FJimenezmingob
213,2575572425,JustinMendo,mingobguate
214,2575572425,JustinMendo,_SPGuatemala
215,2575572425,JustinMendo,DTransitoPNC
216,2575572425,JustinMendo,DiariodeCA
217,2575572425,JustinMendo,AGN_noticias
218,2575572425,JustinMendo,Radio_TGW
219,2575572425,JustinMendo,GuatemalaGob
220,2575572425,JustinMendo,BArevalodeLeon
221,267801870,pups_pup,GuatemalaGob
222,267801870,pups_pup,BArevalodeLeon
223,3169963433,OurWorldInData,_HannahRitchie
224,1410699310694637569,anti_chairosgt,BenitoC67601310
225,1410699310694637569,anti_chairosgt,ElQueNews
226,1410699310694637569,anti_chairosgt,GuatemalaGob
227,1410699310694637569,anti_chairosgt,BArevalodeLeon
228,2441792167,manuelcevans,GuatemalaGob
229,2441792167,manuelcevans,BArevalodeLeon
230,2441792167,manuelcevans,MagaGuatemala
231,2441792167,manuelcevans,MaynorEstradaGT
232,56183126,vozdeltuit,OJGuatemala
233,56183126,vozdeltuit,BArevalodeLeon
234,56183126,vozdeltuit,CanalAntigua
235,748235363181690881,joshxb4,SW_JRH96
236,748235363181690881,joshxb4,VicGarciaDice
237,748235363181690881,joshxb4,BArevalodeLeon
238,287934390,hammer105,IvanDuque
239,287934390,hammer105,BArevalodeLeon
240,895725880827367425,giovarodrig78,IvanDuque
241,895725880827367425,giovarodrig78,BArevalodeLeon
243,108430995,mauriciogua,BArevalodeLeon
244,2459929058,SINERGIABIKES,IvanDuque
245,2459929058,SINERGIABIKES,BArevalodeLeon
246,3874797018,marielp82893334,gobernaciongt
247,3874797018,marielp82893334,diegoedeleon
248,3874797018,marielp82893334,BArevalodeLeon
250,199524819,rmojicav,IvanDuque
251,199524819,rmojicav,BArevalodeLeon
252,157036080,ChepioMonroy,__VaderTG
253,157036080,ChepioMonroy,BArevalodeLeon
254,157036080,ChepioMonroy,USAIDGuate
255,157036080,ChepioMonroy,CongresoGuate
256,1112030120477450240,HPtAmd,IvanDuque
257,1112030120477450240,HPtAmd,BArevalodeLeon
258,1112030120477450240,HPtAmd,PNSpedronuno
259,1112030120477450240,HPtAmd,JustinTrudeau
260,1112030120477450240,HPtAmd,MichelBarnier
261,1112030120477450240,HPtAmd,VP
262,1112030120477450240,HPtAmd,EmmanuelMacron
263,1112030120477450240,HPtAmd,petrogustavo
264,1112030120477450240,HPtAmd,Elisabeth_Borne
265,1112030120477450240,HPtAmd,GabrielAttal
266,1112030120477450240,HPtAmd,BorisJohnson
267,1112030120477450240,HPtAmd,Keir_Starmer
268,1112030120477450240,HPtAmd,POTUS
269,1112030120477450240,HPtAmd,koninklijkhuis
270,1112030120477450240,HPtAmd,sanchezcastejon
271,1112030120477450240,HPtAmd,CasaReal
272,1112030120477450240,HPtAmd,govpt
273,1112030120477450240,HPtAmd,SwedishPM
274,1112030120477450240,HPtAmd,RoyalFamily
275,1112030120477450240,HPtAmd,MLP_officiel
276,1112030120477450240,HPtAmd,vonderleyen
277,1676402690761412609,MARODROS,BArevalodeLeon
279,334790814,max16192,IvanDuque
280,334790814,max16192,BArevalodeLeon
281,1693992770950901760,Skiperk91,IvanDuque
282,1693992770950901760,Skiperk91,BArevalodeLeon
283,1693992770950901760,Skiperk91,FiscaliaCol
284,1693992770950901760,Skiperk91,Pegasus
285,1597112760,EdwardAdam63,IvanDuque
286,1597112760,EdwardAdam63,BArevalodeLeon
287,1597112760,EdwardAdam63,Aire_Energia
289,1064843586137669633,ArtbyFan,festivalesgt
290,1064843586137669633,ArtbyFan,cerbatanameso
291,1064843586137669633,ArtbyFan,BArevalodeLeon
292,258832436,LuchoRiveraV,IvanDuque
293,258832436,LuchoRiveraV,BArevalodeLeon
294,3116494839,e9daa1c40e864e2,IvanDuque
295,3116494839,e9daa1c40e864e2,BArevalodeLeon
296,1765777397524156418,elanalistagt2,Ronald_MacKay
297,1765777397524156418,elanalistagt2,BArevalodeLeon
298,1127719926830129152,lez_dark,IvanDuque
299,1127719926830129152,lez_dark,BArevalodeLeon
300,3381577463,baquero_castro,IvanDuque
301,3381577463,baquero_castro,BArevalodeLeon
302,88765500,diegojirado,IvanDuque
303,88765500,diegojirado,BArevalodeLeon
304,1579568808100040709,luchopo81993102,RafaelCarrerra
305,1579568808100040709,luchopo81993102,BArevalodeLeon
306,1806016582960771072,JavierR07772901,Alex_balsells
308,4425849496,88Libre,BenitoC67601310
309,4425849496,88Libre,Chejo111
310,4425849496,88Libre,arronchopa
311,4425849496,88Libre,BArevalodeLeon
312,1818817483459211264,Edvin111956,BenitoC67601310
313,1818817483459211264,Edvin111956,arronchopa
314,1818817483459211264,Edvin111956,BArevalodeLeon
315,991617796776833024,slcharl2,EmisorasUnidas
316,991617796776833024,slcharl2,diegoedeleon
317,991617796776833024,slcharl2,BArevalodeLeon
321,49758780,OscarCordon,GuatemalaGob
322,49758780,OscarCordon,BArevalodeLeon
323,49758780,OscarCordon,MagaGuatemala
324,49758780,OscarCordon,MaynorEstradaGT
325,878820786886381568,Gerardo20292641,Rincon001A
326,878820786886381568,Gerardo20292641,BArevalodeLeon
327,878820786886381568,Gerardo20292641,IvanDuque
328,342962660,rodas164,GuatemalaGob
329,342962660,rodas164,BArevalodeLeon
330,342962660,rodas164,MagaGuatemala
331,342962660,rodas164,MaynorEstradaGT
338,2399817035,elotroikar,mingobguate
339,352380853,PAZQUINSUR,IvanDuque
340,352380853,PAZQUINSUR,BArevalodeLeon
341,1718974023038644226,LuisEstuardoM,BArevalodeLeon
342,1309698536137723909,CharlieFb6,oco_motora
343,1309698536137723909,CharlieFb6,__VaderTG
344,1309698536137723909,CharlieFb6,BArevalodeLeon
345,1309698536137723909,CharlieFb6,USAIDGuate
346,1309698536137723909,CharlieFb6,CongresoGuate
347,453639812,pass_blue,BArevalodeLeon
348,1742168822486908928,grillochapin,RafaelCarrerra
349,1742168822486908928,grillochapin,BArevalodeLeon
350,1359905454,RossiHectorS,El_Vitruvio
351,1359905454,RossiHectorS,FJimenezmingob
352,1359905454,RossiHectorS,PNCdeGuatemala
353,1359905454,RossiHectorS,GuatemalaGob
354,1359905454,RossiHectorS,BArevalodeLeon
355,1359905454,RossiHectorS,_SPGuatemala
356,1359905454,RossiHectorS,DiariodeCA
357,1359905454,RossiHectorS,AGN_noticias
358,1359905454,RossiHectorS,Radio_TGW
359,991617796776833024,slcharl2,Soygeorgegt
361,869903438741635072,SerranoUrib,IvanDuque
362,869903438741635072,SerranoUrib,BArevalodeLeon
363,817380617369358337,ArnulfoDivas2,__VaderTG
364,817380617369358337,ArnulfoDivas2,BArevalodeLeon
365,817380617369358337,ArnulfoDivas2,USAIDGuate
366,817380617369358337,ArnulfoDivas2,CongresoGuate
367,405098979,doodiegt,__VaderTG
368,405098979,doodiegt,BArevalodeLeon
369,405098979,doodiegt,USAIDGuate
370,405098979,doodiegt,CongresoGuate
371,221104367,santanachapin,Factor4_GT
372,221104367,santanachapin,BArevalodeLeon
373,953107573980450821,MariaBonita9697,Tumbadorense
374,953107573980450821,MariaBonita9697,EmisorasUnidas
375,953107573980450821,MariaBonita9697,mingobguate
376,953107573980450821,MariaBonita9697,Ejercito_GT
377,953107573980450821,MariaBonita9697,BArevalodeLeon
378,390462292,claudiarod14rod,MendiaMariela
379,390462292,claudiarod14rod,BArevalodeLeon
380,1602411577914888196,RRolob,IvanDuque
381,1602411577914888196,RRolob,BArevalodeLeon
382,832701516200833026,AlvaradoAnaite,BArevalodeLeon
383,370783406,adolforojas07,BArevalodeLeon
384,1452161793397338120,Eriol_Gt,AlvaroArzuE
385,1452161793397338120,Eriol_Gt,AVillagran502
386,1052884805149487104,Lachogt1,RafaelCarrerra
387,1052884805149487104,Lachogt1,BArevalodeLeon
388,1445740566910619649,AndrsVa96658459,IvanDuque
389,1445740566910619649,AndrsVa96658459,BArevalodeLeon
390,173719692,pollosdb,Ejercito_GT
391,173719692,pollosdb,santipalomov
392,173719692,pollosdb,msemillagt
393,173719692,pollosdb,BArevalodeLeon
394,173719692,pollosdb,SrMindefGT
395,1754614359584620544,karranch0,IvanDuque
396,1754614359584620544,karranch0,BArevalodeLeon
397,769406971212693504,ErickAlbert76,XelaNewsGt
398,769406971212693504,ErickAlbert76,GuatemalaGob
399,769406971212693504,ErickAlbert76,BArevalodeLeon
400,769406971212693504,ErickAlbert76,AztecaNoticiaGT
401,769406971212693504,ErickAlbert76,ElBencho_gt
402,769406971212693504,ErickAlbert76,OnlyenmiGuate
403,769406971212693504,ErickAlbert76,CongresoGuate
404,252879947,charlyvazz,IvanDuque
405,252879947,charlyvazz,BArevalodeLeon
406,1268048450102444032,HugoDeL16107145,JSandoval1982
407,1268048450102444032,HugoDeL16107145,BArevalodeLeon
408,1830283882693799936,siulhache,UbaldoMacu
409,1830283882693799936,siulhache,santipalomov
410,1830283882693799936,siulhache,BArevalodeLeon
411,459272110,jos216silver,__VaderTG
412,459272110,jos216silver,BArevalodeLeon
413,459272110,jos216silver,USAIDGuate
414,459272110,jos216silver,CongresoGuate
415,4039568298,Gonzalezogm,BernardoCaal2
416,4039568298,Gonzalezogm,BArevalodeLeon
417,118949111,qedwin84,IvanDuque
418,118949111,qedwin84,BArevalodeLeon
419,1619020998757552162,Dupin07,JADieguez84
420,1619020998757552162,Dupin07,BArevalodeLeon
421,1619020998757552162,Dupin07,wichomarg
423,1619020998757552162,Dupin07,alejochrislu
425,1619020998757552162,Dupin07,VanessaHerrer02
427,1619020998757552162,Dupin07,CACIFGuatemala
428,1761426353281273856,Francisco37270,__VaderTG
429,1761426353281273856,Francisco37270,BArevalodeLeon
430,1761426353281273856,Francisco37270,USAIDGuate
431,1761426353281273856,Francisco37270,CongresoGuate
432,1321695778092552192,LeyendoAca,anti_chairosgt
433,1321695778092552192,LeyendoAca,UbaldoMacu
434,1321695778092552192,LeyendoAca,FJimenezmingob
435,1321695778092552192,LeyendoAca,BArevalodeLeon
439,1321695778092552192,LeyendoAca,__VaderTG
440,1619020998757552162,Dupin07,DeJadezafiro
442,1746630464628985856,luis_sutte31199,MarinaC91262
443,1746630464628985856,luis_sutte31199,jczamora
444,1746630464628985856,luis_sutte31199,OJGuatemala
445,1746630464628985856,luis_sutte31199,CIDH
446,1746630464628985856,luis_sutte31199,RELE_CIDH
447,1746630464628985856,luis_sutte31199,PVacaV
448,1746630464628985856,luis_sutte31199,volker_turk
449,1746630464628985856,luis_sutte31199,UNHumanRights
450,1746630464628985856,luis_sutte31199,BArevalodeLeon
451,1746630464628985856,luis_sutte31199,pressfreedom
452,1746630464628985856,luis_sutte31199,RSF_inter
453,1746630464628985856,luis_sutte31199,RSF_esp
454,1746630464628985856,luis_sutte31199,johanordonez
455,1647675935724797954,Humbert41818287,marielp82893334
456,1647675935724797954,Humbert41818287,Ejercito_GT
457,1647675935724797954,Humbert41818287,SrMindefGT
458,1647675935724797954,Humbert41818287,BArevalodeLeon
459,817927406,lalpireze,NenucosM81863
460,817927406,lalpireze,BArevalodeLeon
461,817927406,lalpireze,mingobguate
462,1619020998757552162,Dupin07,RuGar_V
464,877969245182754820,Gerechtigkeit74,IvanDuque
465,877969245182754820,Gerechtigkeit74,BArevalodeLeon
466,1678776476106371074,EsequielMo90988,MendiaMariela
467,1678776476106371074,EsequielMo90988,BArevalodeLeon
468,356264500,ElGranMigue,IvanDuque
469,356264500,ElGranMigue,BArevalodeLeon
472,1619020998757552162,Dupin07,leraovalle
478,1717693957738553344,AlexanderRL1222,IvanDuque
479,1717693957738553344,AlexanderRL1222,BArevalodeLeon
480,1367569007382065153,net_gua,FJimenezmingob
481,1367569007382065153,net_gua,BArevalodeLeon
483,4909900876,JuanEch62391322,IvanDuque
484,4909900876,JuanEch62391322,BArevalodeLeon
485,787110247,othmancgrstones,soy_502
487,332916029,dracul1964,OmaricelaA
488,332916029,dracul1964,NenucosM81863
489,332916029,dracul1964,BArevalodeLeon
490,332916029,dracul1964,mingobguate
491,1716826444817653760,MarinaC91262,luis_sutte31199
492,1716826444817653760,MarinaC91262,jczamora
493,1716826444817653760,MarinaC91262,OJGuatemala
494,1716826444817653760,MarinaC91262,CIDH
495,1716826444817653760,MarinaC91262,RELE_CIDH
496,1716826444817653760,MarinaC91262,PVacaV
497,1716826444817653760,MarinaC91262,volker_turk
498,1716826444817653760,MarinaC91262,UNHumanRights
499,1716826444817653760,MarinaC91262,BArevalodeLeon
500,1716826444817653760,MarinaC91262,pressfreedom
501,1716826444817653760,MarinaC91262,RSF_inter
502,1716826444817653760,MarinaC91262,RSF_esp
503,1716826444817653760,MarinaC91262,johanordonez
504,57402455,Tumbadorense,EmisorasUnidas
505,57402455,Tumbadorense,mingobguate
506,57402455,Tumbadorense,Ejercito_GT
507,57402455,Tumbadorense,BArevalodeLeon
508,940694827074768897,nosoynetcenter,UbaldoMacu
509,940694827074768897,nosoynetcenter,FJimenezmingob
510,940694827074768897,nosoynetcenter,BArevalodeLeon
511,924327302665789440,EdwinSantaCru19,Factor4_GT
512,924327302665789440,EdwinSantaCru19,BArevalodeLeon
513,1452728529163112451,pajarraco47,SalQuevedo
514,1452728529163112451,pajarraco47,Sonny_Figueroa
515,1452728529163112451,pajarraco47,marvindelcid
516,1452728529163112451,pajarraco47,VoxPopuliGuate
517,1452728529163112451,pajarraco47,BArevalodeLeon
518,1452728529163112451,pajarraco47,DEAWashingtonDC
519,1790563788078419968,mottoa_jai718,IvanDuque
520,1790563788078419968,mottoa_jai718,BArevalodeLeon
521,182998451,querquitus,IvanDuque
522,182998451,querquitus,BArevalodeLeon
523,900039540391501824,Frank2021R,IvanDuque
524,900039540391501824,Frank2021R,BArevalodeLeon
525,614784803,borisoso62,__VaderTG
526,614784803,borisoso62,BArevalodeLeon
527,614784803,borisoso62,USAIDGuate
528,614784803,borisoso62,CongresoGuate
529,174267230,freddyantgarcia,IvanDuque
530,174267230,freddyantgarcia,BArevalodeLeon
531,729211337109295108,VanessaHerrer02,MPguatemala
532,729211337109295108,VanessaHerrer02,BArevalodeLeon
533,370508122,diegosam09xx,BArevalodeLeon
534,956650778634145792,XelaNewsGt,GuatemalaGob
535,3153207340,willypin07,IvanDuque
536,3153207340,willypin07,BArevalodeLeon
539,3153207340,willypin07,patoberna
542,3153207340,willypin07,petrogustavo
545,1505148524559843328,Emerson54692121,IvanDuque
546,1505148524559843328,Emerson54692121,BArevalodeLeon
550,1734666028037152768,seletiene211371,Rincon001A
551,1734666028037152768,seletiene211371,BArevalodeLeon
552,1734666028037152768,seletiene211371,IvanDuque
553,199874166,edvinpaiz,Factor4_GT
554,199874166,edvinpaiz,BArevalodeLeon
555,405687979,cristGKopp,IvanDuque
556,405687979,cristGKopp,BArevalodeLeon
559,396710228,prgatica04,Sonny_Figueroa
560,396710228,prgatica04,marvindelcid
561,396710228,prgatica04,VoxPopuliGuate
562,396710228,prgatica04,BArevalodeLeon
563,396710228,prgatica04,StateDept
564,63295108,Zangiff,IvanDuque
565,63295108,Zangiff,BArevalodeLeon
566,1536849877195448325,josejorgemonroy,licopatron
567,1536849877195448325,josejorgemonroy,soy_502
569,148336419,juan45fer,IvanDuque
570,148336419,juan45fer,BArevalodeLeon
571,1831109074068385792,CerberusEdgar,IvanDuque
572,1831109074068385792,CerberusEdgar,BArevalodeLeon
573,1620605539,jefferandom,IvanDuque
574,1620605539,jefferandom,BArevalodeLeon
575,91450073,arehann,IvanDuque
576,91450073,arehann,BArevalodeLeon
577,1287469282465636353,ottogarciarive1,ElQueNews
578,1287469282465636353,ottogarciarive1,BancadaSemilla
579,1287469282465636353,ottogarciarive1,BArevalodeLeon
580,1287469282465636353,ottogarciarive1,AVillagran502
581,1818666410316644357,GonzaloCepeda64,IvanDuque
582,1818666410316644357,GonzaloCepeda64,BArevalodeLeon
583,1738728869878718464,ORottmann59372,BenitoC67601310
584,1738728869878718464,ORottmann59372,arronchopa
585,1738728869878718464,ORottmann59372,BArevalodeLeon
586,1746917834033098752,EchoTangoLima,BArevalodeLeon
587,1197612051100770317,Andresga131,IvanDuque
588,1197612051100770317,Andresga131,BArevalodeLeon
589,36216082,alvaronavaspere,IvanDuque
590,36216082,alvaronavaspere,BArevalodeLeon
591,619684608,Pablillo_Ortiz,BArevalodeLeon
592,1750539581072588800,LaGomez84022,MendiaMariela
593,1750539581072588800,LaGomez84022,BArevalodeLeon
594,288539687,KikeMPalm,RafaelCarrerra
595,288539687,KikeMPalm,BArevalodeLeon
596,288539687,KikeMPalm,__VaderGT
597,96703000,drjcvilleda,oco_motora
598,96703000,drjcvilleda,__VaderTG
599,96703000,drjcvilleda,BArevalodeLeon
600,96703000,drjcvilleda,USAIDGuate
601,96703000,drjcvilleda,CongresoGuate
602,1672974086048296965,JosephHB458550,vozdeltuit
603,1672974086048296965,JosephHB458550,Ejercito_GT
604,1672974086048296965,JosephHB458550,PrensaComunitar
606,1672974086048296965,JosephHB458550,BArevalodeLeon
607,114756832,Novalibre,IvanDuque
608,114756832,Novalibre,BArevalodeLeon
611,1689683853307256840,josepai3524167,BenitoC67601310
612,1689683853307256840,josepai3524167,arronchopa
613,1689683853307256840,josepai3524167,BArevalodeLeon
616,1548769735801798658,SalQuevedo,FelixSinExcusas
618,1548769735801798658,SalQuevedo,Sonny_Figueroa
619,1548769735801798658,SalQuevedo,marvindelcid
622,1548769735801798658,SalQuevedo,DEAWashingtonDC
623,1754368445871702016,jimmi_paz99373,BenitoC67601310
624,1754368445871702016,jimmi_paz99373,arronchopa
625,1754368445871702016,jimmi_paz99373,BArevalodeLeon
626,241307019,Borys_II,romeoruiz__
627,241307019,Borys_II,FJimenezmingob
628,241307019,Borys_II,BArevalodeLeon
629,3437353936,edwinvfuentes,MendiaMariela
630,3437353936,edwinvfuentes,BArevalodeLeon
631,1082458081492127744,Rocksta57446063,PEdgar05
632,1082458081492127744,Rocksta57446063,BArevalodeLeon
633,2364960417,sylviacalvillo,MendiaMariela
634,2364960417,sylviacalvillo,BArevalodeLeon
635,714214014,BiofiloPanklast,IvanDuque
636,714214014,BiofiloPanklast,BArevalodeLeon
637,1390678675872522244,brianserrato11,IvanDuque
638,1390678675872522244,brianserrato11,BArevalodeLeon
639,1718825377441718272,Gus_pacheco10,MineducGT
640,1718825377441718272,Gus_pacheco10,BArevalodeLeon
641,1718825377441718272,Gus_pacheco10,KarinHerreraVP
642,347200635,LuisGerman9,IvanDuque
643,347200635,LuisGerman9,BArevalodeLeon
645,1656992355705147392,CF422814711341,GEME40241783
646,1656992355705147392,CF422814711341,BArevalodeLeon
647,1299426548638978049,BenitoC67601310,jimmi_paz99373
650,727519308,Expiacion_49,festivalesgt
651,727519308,Expiacion_49,cerbatanameso
652,727519308,Expiacion_49,BArevalodeLeon
653,727519308,Expiacion_49,Ejercito_GT
654,1195804194,El_Chapusero,UbaldoMacu
655,1195804194,El_Chapusero,santipalomov
656,1195804194,El_Chapusero,BArevalodeLeon
657,1802940179780378624,Ingeniero32368,IvanDuque
658,1802940179780378624,Ingeniero32368,BArevalodeLeon
659,1196772150,El_Vitruvio,FJimenezmingob
660,1196772150,El_Vitruvio,PNCdeGuatemala
661,1196772150,El_Vitruvio,GuatemalaGob
